rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/loss
145.71439406,29,915.49,7253,32,237568,0.058028371710526314,0.25,-0.009662138907036646,532,0.9963026642799377,0.012542,0.7025820259004831,0.001498919063649211,-0.8550913739753397,0.19855855405330658
151.30385223,30,930.76,7244,33,245760,0.15049342105263158,0.25,-0.007928639382283253,551,0.9656498432159424,0.013856268,30.256848329384077,0.001498919063649211,-0.7482170636128438,8.699971199035645
152.99482755,31,928.7,7261,34,253952,0.05934544613486842,0.25,-0.00638287609495149,570,0.9510017037391663,0.01167663,23.7532893191827,0.001498919063649211,-0.7283920358474317,7.017533779144287
156.80519166,32,892.76,7278,36,262144,0.07959626850328948,0.25,-0.007014952180007209,589,0.9608536958694458,0.011052622,17.85849678143859,0.001498919063649211,-0.7306246204595817,11.442939758300781
168.54075250999998,33,829.26,7293,37,270336,0.13278037623355263,0.25,-0.00835906612720512,608,0.8973970413208008,0.018498147,88.38281065853019,0.001498919063649211,-0.6751184551731536,55.79408264160156
192.17789901999996,34,716.76,7305,38,278528,0.11406506990131579,0.25,-0.0076130154809920655,627,0.854566752910614,0.0137150185,151.09629034996033,0.001498919063649211,-0.6434234990493247,55.57855224609375
214.65615022999998,35,504.02,7286,39,286720,0.08212119654605263,0.25,-0.008539339645051913,646,0.8152221441268921,0.029369932,172.15545016840883,0.001498919063649211,-0.6451590097460308,136.79367065429688
231.10450176999998,36,328.24,7297,40,294912,0.09786184210526316,0.25,-0.006904776748438292,665,0.8477078080177307,0.017597793,111.00705061460796,0.001498919063649211,-0.6889881885757572,55.15973663330078
234.16814027000004,37,250.84,7311,41,303104,0.05324193050986842,0.25,-0.008153150578053962,684,0.8183269500732422,0.009425189,129.59647723875548,0.001498919063649211,-0.685123423114419,46.43106460571289
248.83171762999999,38,235.34,7325,42,311296,0.06612356085526316,0.25,-0.007531742838948144,703,0.8405778408050537,0.010565875,101.37485266359229,0.001498919063649211,-0.6575414616810648,75.86750793457031
248.43631659,39,247.55,7267,43,319488,0.08099043996710527,0.25,-0.005075064778410658,722,0.9113101959228516,0.014201008,52.51437227663241,0.001498919063649211,-0.6455650610947296,26.09921646118164
250.91463643999998,40,245.17,7270,45,327680,0.05997507195723684,0.25,-0.007607794424984604,741,0.8855192065238953,0.013325026,98.44209597298973,0.001498919063649211,-0.6436981340184024,64.65599060058594
248.32325,41,242.62,7275,46,335872,0.06668251439144737,0.25,-0.008632126084289905,760,0.9117215871810913,0.011122124,60.186684156719004,0.001498919063649211,-0.6411114497796485,19.343467712402344
254.73373921,42,247.34,7285,47,344064,0.07202790912828948,0.25,-0.005676692217285132,779,0.896389365196228,0.013717079,23.469764930637258,0.001498919063649211,-0.7049543896788045,8.001385688781738
